row_num,longitude,latitude,temp
52900,-83.8875,30.0375,20.0083
53000,-82.07916667,30.27083333,20.0125
53100,-87.2125,30.42916667,20.0167
53200,-81.57916667,30.65416667,20.0208
53300,-83.47083333,29.90416667,20.0208
53400,-83.64583333,30.07083333,20.025
53500,-82.0125,30.2625,20.0292
53600,-84.94583333,29.79583333,20.0292
53700,-83.12083333,29.89583333,20.0333
53800,-82.0875,30.07083333,20.0375
53900,-81.92916667,30.32083333,20.0417
54000,-81.65416667,30.57916667,20.0458
54100,-85.1625,29.82083333,20.0458
54200,-83.10416667,29.9375,20.05
54300,-83.8875,30.02916667,20.0542
54400,-81.85416667,30.4625,20.0583
54500,-85.10416667,29.82083333,20.0583
54600,-82.0875,30.04583333,20.0625
54700,-81.99583333,30.2625,20.0667
54800,-81.57083333,30.64583333,20.0708
54900,-83.07916667,29.84583333,20.0708
55000,-83.52916667,30.07916667,20.075
55100,-81.82916667,30.42916667,20.0792
55200,-83.39583333,29.82916667,20.0792
55300,-83.20416667,30.05416667,20.0833
55400,-83.1625,30.25416667,20.0875
55500,-83.2125,29.72083333,20.0875
55600,-82.27083333,30.02916667,20.0917
55700,-83.0625,30.27083333,20.0958
55800,-85.14583333,29.7375,20.0958
55900,-82.17916667,29.99583333,20.1
56000,-81.7875,30.45416667,20.1042
56100,-83.0625,29.8625,20.1042
56200,-83.17916667,30.22916667,20.1083
56300,-83.05416667,29.8375,20.1083
56400,-83.0625,30.22916667,20.1125
56500,-85.1625,29.80416667,20.1125
56600,-83.14583333,30.1625,20.1167
56700,-83.37083333,29.7625,20.1167
56800,-82.00416667,30.07916667,20.1208
56900,-83.2125,29.75416667,20.1208
57000,-83.5875,30.07083333,20.125
57100,-83.3875,29.75416667,20.125
57200,-83.20416667,30.0875,20.1292
57300,-83.24583333,29.7125,20.1292
57400,-82.95416667,29.94583333,20.1333
57500,-82.65416667,30.2125,20.1375
57600,-83.47083333,29.7625,20.1375
57700,-82.1375,30.02083333,20.1417
57800,-81.57916667,30.60416667,20.1458
57900,-83.35416667,29.79583333,20.1458
58000,-83.54583333,30.0625,20.15
58100,-83.10416667,29.7125,20.15
58200,-83.47916667,29.79583333,20.1542
58300,-82.80416667,30.1625,20.1583
58400,-83.45416667,29.7375,20.1583
58500,-82.07083333,30.0125,20.1625
58600,-85.77916667,30.22916667,20.1667
58700,-83.17083333,29.75416667,20.1667
58800,-82.92916667,29.97916667,20.1708
58900,-82.72083333,30.22083333,20.175
59000,-83.45416667,29.72916667,20.175
59100,-83.00416667,29.9625,20.1792
59200,-83.1875,30.07916667,20.1833
59300,-83.12916667,29.65416667,20.1833
59400,-83.62916667,29.8875,20.1875
59500,-83.1125,30.1375,20.1917
59600,-83.5375,29.74583333,20.1917
59700,-82.97916667,30.0625,20.1958
59800,-83.2375,29.64583333,20.1958
59900,-82.12083333,29.89583333,20.2
60000,-81.95416667,30.14583333,20.2042
60100,-83.12916667,29.67083333,20.2042
60200,-82.92083333,29.92083333,20.2083
60300,-82.82083333,30.1375,20.2125
60400,-82.74583333,29.7375,20.2125
60500,-82.59583333,29.9375,20.2167
60600,-83.09583333,30.14583333,20.2208
60700,-82.2375,29.8125,20.2208
60800,-82.9625,30.05416667,20.225
60900,-82.3875,29.74583333,20.225
61000,-82.10416667,29.95416667,20.2292
61100,-83.07083333,30.17083333,20.2333
61200,-82.22916667,29.77916667,20.2333
61300,-82.3625,29.9875,20.2375
61400,-83.27083333,29.62083333,20.2375
61500,-82.7125,29.9375,20.2417
61600,-81.52083333,30.64583333,20.2458
61700,-82.4125,29.8375,20.2458
61800,-83.0875,30.0875,20.25
61900,-82.42083333,29.8125,20.25
62000,-82.34583333,29.99583333,20.2542
62100,-83.2125,29.57083333,20.2542
62200,-82.92916667,29.87083333,20.2583
62300,-82.8875,30.0875,20.2625
62400,-83.35416667,29.6625,20.2625
62500,-82.90416667,29.89583333,20.2667
62600,-83.14583333,30.07083333,20.2708
62700,-83.3125,29.6125,20.2708
62800,-82.0875,29.92083333,20.275
62900,-82.67083333,30.09583333,20.2792
63000,-83.2375,29.5625,20.2792
63100,-82.2625,29.79583333,20.2833
63200,-83.12916667,30.07083333,20.2875
63300,-82.12083333,29.72916667,20.2875
63400,-81.7625,29.9625,20.2917
63500,-81.85416667,30.3125,20.2958
63600,-82.42083333,29.7375,20.2958
63700,-82.75416667,29.99583333,20.3
63800,-83.22916667,29.57083333,20.3
63900,-82.72916667,29.8875,20.3042
64000,-82.8375,30.0875,20.3083
64100,-82.9375,29.7875,20.3083
64200,-82.04583333,29.97916667,20.3125
64300,-83.07083333,29.52083333,20.3125
64400,-82.47916667,29.84583333,20.3167
64500,-82.82916667,30.07083333,20.3208
64600,-83.27916667,29.55416667,20.3208
64700,-82.92083333,29.84583333,20.325
64800,-82.65416667,30.0125,20.3292
64900,-83.30416667,29.5625,20.3292
65000,-81.7875,29.82083333,20.3333
65100,-81.85416667,30.0375,20.3375
65200,-82.8625,30.0625,20.3417
65300,-81.62083333,30.49583333,20.3458
65400,-82.9625,29.7375,20.3458
